SessionID,UserID,Timestamp,PageType,DeviceType,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
S6879,U656,2024-12-01 18:39:57,Home,Mobile,Direct,24,0,0
S6880,U606,2024-01-15 09:35:04,Product,Mobile,Direct,162,0,0
S6881,U109,2024-08-24 07:49:00,Home,Mobile,Direct,55,0,0
S6882,U980,2024-08-14 08:57:11,Home,Mobile,Ads,52,0,0
S6883,U877,2024-07-07 07:17:46,Home,Tablet,Direct,12,0,0
S6884,U864,2024-10-16 12:59:20,Product,Mobile,Ads,22,0,0
S6885,U896,2024-07-28 21:38:23,Home,Mobile,Ads,5,0,0
S6886,U241,2024-04-18 07:30:11,Product,Mobile,Direct,124,0,0
S6887,U984,2024-12-08 00:04:44,Product,Desktop,Social,53,0,0
S6888,U512,2024-03-15 17:05:50,Home,Mobile,Ads,13,0,0
S6889,U375,2024-09-20 00:16:12,Product,Tablet,Direct,96,2,0
S6890,U212,2024-09-15 07:06:42,Home,Desktop,Ads,5,0,0
S6891,U747,2024-05-26 17:39:52,Home,Mobile,Ads,29,0,0
S6892,U527,2024-10-07 22:00:31,Product,Tablet,Social,29,2,0
S6893,U125,2024-03-22 05:07:07,Product,Mobile,Social,159,2,0
S6894,U673,2024-10-21 03:42:26,Home,Desktop,Direct,56,0,0
S6895,U198,2024-08-09 16:13:09,Cart,Mobile,Ads,203,4,1
S6896,U841,2024-08-10 02:35:58,Cart,Desktop,Social,103,1,1
S6897,U242,2024-07-17 05:32:25,Product,Mobile,Social,131,2,0
S6898,U289,2024-05-15 08:25:08,Home,Mobile,Social,18,0,0
S6899,U613,2024-05-20 00:23:25,Home,Mobile,Direct,7,0,0
S6900,U727,2024-03-04 18:19:48,Home,Desktop,Social,53,0,0
S6901,U187,2024-04-11 11:17:44,Product,Mobile,Direct,133,0,0
S6902,U330,2024-01-11 20:53:11,Home,Tablet,Ads,7,0,0
S6903,U586,2024-03-15 02:14:09,Home,Mobile,Ads,26,0,0
S6904,U557,2024-08-13 02:00:07,Product,Mobile,Direct,118,4,0
S6905,U202,2024-06-14 16:30:05,Product,Mobile,Ads,54,2,0
S6906,U194,2024-03-16 14:43:32,Home,Desktop,Direct,23,0,0
S6907,U527,2024-03-08 00:55:35,Product,Mobile,Ads,128,0,0
S6908,U399,2024-08-30 18:25:04,Home,Mobile,Direct,48,0,0
S6909,U943,2024-12-05 03:03:46,Cart,Mobile,Direct,225,2,1
S6910,U657,2024-06-19 15:09:08,Home,Mobile,Ads,37,0,0
S6911,U504,2024-06-30 07:10:39,Cart,Mobile,Direct,211,1,0
S6912,U349,2024-01-07 09:17:24,Product,Mobile,Direct,30,1,0
S6913,U261,2024-10-16 00:37:52,Home,Desktop,Ads,10,0,0
S6914,U341,2024-03-21 13:53:52,Product,Mobile,Ads,172,1,0
S6915,U945,2024-11-10 13:11:59,Home,Desktop,Direct,46,0,0
S6916,U746,2024-02-05 01:42:09,Home,Tablet,Direct,7,0,0
S6917,U979,2024-09-21 00:18:30,Home,Tablet,Direct,7,0,0
S6918,U497,2024-06-09 00:34:17,Home,Mobile,Direct,24,0,0
S6919,U636,2024-04-16 10:59:52,Home,Mobile,Direct,32,0,0
S6920,U646,2024-09-03 20:47:22,Home,Desktop,Social,27,0,0
S6921,U255,2024-03-04 05:47:27,Product,Mobile,Ads,126,1,0
S6922,U749,2024-01-01 17:04:59,Home,Mobile,Direct,44,0,0
S6923,U848,2024-10-27 15:29:00,Home,Mobile,Ads,10,0,0
S6924,U287,2024-12-02 10:32:54,Home,Mobile,Direct,24,0,0
S6925,U752,2024-02-10 08:27:15,Home,Desktop,Direct,15,0,0
S6926,U949,2024-09-03 07:11:47,Product,Tablet,Ads,174,0,0
S6927,U419,2024-04-17 18:04:47,Home,Mobile,Direct,25,0,0
S6928,U658,2024-07-30 09:41:10,Home,Tablet,Social,48,0,0
S6929,U968,2024-11-17 10:49:31,Home,Mobile,Direct,52,0,0
S6930,U799,2024-04-16 08:03:10,Home,Mobile,Ads,54,0,0
S6931,U454,2024-04-13 08:00:54,Product,Desktop,Direct,168,2,0
S6932,U919,2024-01-27 06:44:36,Product,Mobile,Direct,178,0,0
S6933,U731,2024-07-19 07:41:44,Home,Mobile,Ads,50,0,0
S6934,U454,2024-09-05 01:03:33,Cart,Mobile,Direct,43,1,1
S6935,U653,2024-05-11 23:20:03,Home,Mobile,Direct,29,0,0
S6936,U611,2024-10-23 16:37:02,Home,Mobile,Ads,31,0,0
S6937,U361,2024-10-12 15:45:06,Product,Mobile,Social,143,0,0
S6938,U399,2024-10-19 17:23:38,Product,Mobile,Direct,49,2,0
S6939,U619,2024-09-17 18:35:15,Cart,Desktop,Direct,119,3,1
S6940,U700,2024-11-29 19:21:46,Cart,Mobile,Direct,67,4,1
S6941,U660,2024-01-02 09:25:07,Home,Desktop,Direct,23,0,0
S6942,U270,2024-05-09 18:38:16,Cart,Desktop,Direct,246,3,0
S6943,U829,2024-02-22 18:24:35,Home,Tablet,Direct,44,0,0
S6944,U344,2024-01-22 00:57:56,Home,Tablet,Ads,42,0,0
S6945,U146,2024-10-15 02:43:16,Product,Mobile,Ads,34,0,0
S6946,U907,2024-04-03 02:14:44,Home,Mobile,Direct,7,0,0
S6947,U876,2024-12-20 09:58:36,Cart,Desktop,Direct,149,2,0
S6948,U463,2024-04-09 18:23:41,Home,Mobile,Direct,20,0,0
S6949,U855,2024-07-22 17:06:53,Home,Mobile,Direct,21,0,0
S6950,U755,2024-04-08 21:36:17,Product,Mobile,Direct,30,0,0
S6951,U949,2024-02-19 17:26:05,Home,Mobile,Direct,52,0,0
S6952,U440,2024-01-23 05:23:10,Product,Mobile,Ads,83,0,0
S6953,U776,2024-02-11 02:11:55,Home,Mobile,Direct,18,0,0
S6954,U316,2024-06-30 05:15:18,Home,Mobile,Ads,54,0,0
S6955,U359,2024-04-22 05:07:07,Home,Mobile,Direct,30,0,0
S6956,U808,2024-01-28 20:30:04,Home,Mobile,Direct,12,0,0
S6957,U130,2024-03-18 19:57:00,Product,Mobile,Ads,97,1,0
S6958,U804,2024-04-17 14:12:36,Cart,Mobile,Social,85,1,1
S6959,U590,2024-04-24 02:08:52,Product,Mobile,Direct,67,0,0
S6960,U553,2024-02-22 11:13:41,Home,Mobile,Direct,21,0,0
S6961,U971,2024-12-08 09:32:12,Product,Mobile,Direct,89,0,0
S6962,U656,2024-01-01 14:39:11,Home,Mobile,Direct,20,0,0
S6963,U464,2024-11-22 07:10:31,Product,Desktop,Ads,140,2,0
S6964,U104,2024-04-28 21:23:44,Home,Mobile,Direct,52,0,0
S6965,U118,2024-02-23 02:26:16,Home,Desktop,Direct,14,0,0
S6966,U482,2024-02-21 10:02:41,Product,Mobile,Ads,75,2,0
S6967,U322,2024-09-15 19:39:55,Product,Mobile,Direct,160,1,0
S6968,U171,2024-06-27 14:53:19,Home,Mobile,Ads,50,0,0
S6969,U354,2024-05-11 09:12:46,Home,Mobile,Direct,22,0,0
S6970,U335,2024-10-20 13:10:48,Product,Mobile,Social,88,1,0
S6971,U346,2024-08-20 18:57:29,Home,Desktop,Social,10,0,0
S6972,U142,2024-07-21 16:38:03,Product,Tablet,Direct,55,2,0
S6973,U342,2024-04-22 17:36:12,Product,Mobile,Direct,91,1,0
S6974,U955,2024-10-06 13:05:46,Home,Tablet,Direct,41,0,0
S6975,U306,2024-09-17 23:08:31,Product,Mobile,Direct,147,0,0
S6976,U879,2024-08-16 12:52:44,Cart,Tablet,Direct,46,2,1
S6977,U717,2024-04-30 09:41:25,Home,Desktop,Social,11,0,0
S6978,U688,2024-07-05 03:09:53,Cart,Mobile,Ads,97,3,1
S6979,U779,2024-03-18 21:27:13,Product,Mobile,Direct,57,0,0
S6980,U511,2024-07-29 06:32:16,Cart,Mobile,Direct,30,4,0
S6981,U400,2024-11-10 17:05:02,Home,Desktop,Social,29,0,0
S6982,U539,2024-08-30 16:29:08,Product,Desktop,Direct,82,2,0
S6983,U924,2024-02-10 10:02:38,Product,Mobile,Ads,46,1,0
S6984,U777,2024-06-25 06:52:18,Product,Desktop,Direct,110,0,0
S6985,U496,2024-05-04 09:10:35,Home,Mobile,Direct,26,0,0
S6986,U881,2024-01-28 05:47:33,Home,Mobile,Social,20,0,0
S6987,U669,2024-12-22 04:54:49,Product,Mobile,Social,137,1,0
S6988,U494,2024-05-07 06:18:32,Product,Desktop,Ads,161,2,0
S6989,U666,2024-02-25 18:10:31,Product,Mobile,Direct,66,1,0
S6990,U876,2024-08-06 08:11:57,Product,Desktop,Ads,48,1,0
S6991,U364,2024-08-12 06:14:35,Cart,Desktop,Direct,214,4,1
S6992,U399,2024-02-08 19:19:38,Product,Mobile,Social,136,1,0
S6993,U996,2024-05-22 21:10:06,Home,Desktop,Direct,10,0,0
S6994,U319,2024-06-25 23:44:26,Product,Mobile,Ads,129,0,0
S6995,U679,2024-06-05 17:26:50,Cart,Desktop,Direct,161,3,1
S6996,U361,2024-07-31 14:28:44,Product,Desktop,Direct,150,2,0
S6997,U102,2024-01-02 20:32:01,Home,Desktop,Direct,30,0,0
S6998,U478,2024-06-08 08:14:58,Home,Mobile,Social,52,0,0
S6999,U152,2024-10-09 04:15:43,Home,Tablet,Direct,47,0,0
S7000,U262,2024-08-14 22:11:06,Home,Desktop,Direct,31,0,0
S7001,U777,2024-12-14 21:28:01,Home,Desktop,Direct,40,0,0
S7002,U860,2024-04-13 20:08:34,Home,Mobile,Direct,36,0,0
S7003,U984,2024-05-25 13:42:20,Home,Desktop,Social,5,0,0
S7004,U806,2024-03-16 16:39:26,Product,Mobile,Social,163,0,0
S7005,U382,2024-06-21 23:00:48,Product,Mobile,Social,123,1,0
S7006,U956,2024-08-05 14:18:07,Product,Tablet,Social,175,1,0
S7007,U782,2024-07-07 02:08:33,Cart,Desktop,Direct,216,1,0
S7008,U463,2024-09-08 11:41:28,Product,Mobile,Direct,27,0,0
S7009,U570,2024-02-16 17:57:00,Home,Mobile,Direct,53,0,0
S7010,U586,2024-04-22 10:06:34,Cart,Mobile,Social,240,2,0
S7011,U458,2024-05-26 10:05:13,Cart,Mobile,Direct,181,1,1
S7012,U518,2024-09-21 21:25:18,Home,Mobile,Direct,28,0,0
S7013,U895,2024-01-01 05:34:18,Home,Tablet,Social,23,0,0
S7014,U205,2024-06-19 12:30:31,Home,Desktop,Direct,54,0,0
S7015,U994,2024-11-05 10:18:54,Product,Mobile,Ads,115,2,0
S7016,U683,2024-10-06 21:24:42,Product,Mobile,Direct,61,1,0
S7017,U660,2024-09-01 07:23:58,Home,Tablet,Direct,51,0,0
S7018,U238,2024-12-28 07:28:06,Product,Desktop,Direct,27,0,0
S7019,U855,2024-05-15 01:10:43,Home,Tablet,Direct,19,0,0
S7020,U688,2024-01-26 22:06:45,Home,Mobile,Direct,30,0,0
S7021,U229,2024-05-10 06:44:45,Home,Desktop,Direct,16,0,0
S7022,U624,2024-03-02 04:42:26,Cart,Mobile,Ads,139,3,1
S7023,U810,2024-12-18 15:36:54,Home,Desktop,Ads,31,0,0
S7024,U779,2024-11-11 19:01:34,Home,Tablet,Direct,22,0,0
S7025,U818,2024-08-30 06:32:31,Product,Mobile,Direct,82,0,0
S7026,U258,2024-11-03 22:57:04,Product,Mobile,Social,174,0,0
S7027,U493,2024-06-19 12:16:00,Home,Tablet,Direct,13,0,0
S7028,U432,2024-03-31 23:56:36,Product,Mobile,Direct,90,1,0
S7029,U808,2024-11-30 22:28:37,Home,Mobile,Direct,56,0,0
S7030,U818,2024-03-05 17:25:33,Cart,Mobile,Direct,229,3,1
S7031,U474,2024-08-03 03:50:44,Product,Mobile,Social,120,2,0
S7032,U440,2024-06-24 23:02:56,Home,Mobile,Direct,35,0,0
S7033,U977,2024-08-04 16:12:42,Product,Tablet,Ads,110,0,0
S7034,U465,2024-05-09 00:46:48,Product,Mobile,Direct,145,1,0
S7035,U130,2024-06-20 01:27:15,Home,Desktop,Ads,31,0,0
S7036,U108,2024-05-21 10:18:41,Cart,Tablet,Direct,33,2,1
S7037,U644,2024-07-10 08:24:30,Product,Mobile,Direct,22,1,0
S7038,U451,2024-12-26 13:11:14,Product,Mobile,Social,175,0,0
S7039,U703,2024-06-17 13:20:57,Product,Tablet,Direct,178,0,0
S7040,U711,2024-02-28 10:28:25,Product,Mobile,Direct,113,0,0
S7041,U492,2024-09-08 17:15:45,Home,Desktop,Direct,53,0,0
S7042,U594,2024-11-06 19:41:42,Product,Mobile,Ads,108,1,0
S7043,U177,2024-12-02 07:41:48,Home,Mobile,Ads,58,0,0
S7044,U323,2024-01-26 23:42:42,Product,Mobile,Social,48,2,0
S7045,U883,2024-12-03 05:09:37,Home,Desktop,Ads,52,0,0
S7046,U785,2024-01-26 16:26:41,Product,Mobile,Ads,22,0,0
S7047,U302,2024-12-30 06:01:27,Home,Desktop,Direct,6,0,0
S7048,U178,2024-05-04 05:09:31,Home,Desktop,Social,20,0,0
S7049,U354,2024-02-28 16:59:29,Product,Mobile,Ads,153,0,0
S7050,U999,2024-10-27 12:09:24,Home,Desktop,Ads,49,0,0
S7051,U209,2024-04-14 18:27:12,Home,Mobile,Ads,11,0,0
S7052,U174,2024-08-27 00:09:47,Home,Mobile,Ads,9,0,0
S7053,U352,2024-06-22 18:25:03,Product,Tablet,Ads,146,0,0
S7054,U928,2024-02-22 17:22:24,Product,Mobile,Direct,79,2,0
S7055,U108,2024-10-09 15:51:01,Home,Desktop,Direct,25,0,0
S7056,U925,2024-08-18 05:00:57,Product,Mobile,Social,152,1,0
S7057,U142,2024-07-31 05:48:19,Home,Mobile,Direct,22,0,0
S7058,U448,2024-01-13 22:40:14,Home,Desktop,Ads,43,0,0
S7059,U447,2024-05-26 06:40:41,Cart,Mobile,Ads,86,3,0
S7060,U929,2024-11-07 11:17:49,Home,Mobile,Direct,15,0,0
S7061,U896,2024-04-01 14:52:28,Cart,Desktop,Ads,238,2,1
S7062,U122,2024-12-11 12:40:57,Home,Desktop,Direct,52,0,0
S7063,U540,2024-06-22 23:49:20,Product,Desktop,Direct,56,0,0
S7064,U252,2024-10-01 01:09:36,Product,Desktop,Ads,67,1,0
S7065,U506,2024-10-28 21:12:02,Home,Mobile,Social,52,0,0
S7066,U943,2024-08-05 11:34:25,Product,Mobile,Social,97,0,0
S7067,U713,2024-01-30 01:40:05,Product,Mobile,Social,145,0,0
S7068,U100,2024-04-05 00:41:22,Home,Desktop,Direct,24,0,0
S7069,U478,2024-06-11 01:04:48,Cart,Desktop,Social,73,1,1
S7070,U500,2024-05-17 15:27:37,Home,Desktop,Ads,45,0,0
S7071,U316,2024-01-09 19:34:31,Home,Mobile,Direct,36,0,0
S7072,U410,2024-04-01 07:29:07,Cart,Desktop,Direct,271,2,1
S7073,U507,2024-04-15 02:49:39,Home,Mobile,Direct,57,0,0
S7074,U294,2024-11-04 11:28:33,Product,Desktop,Social,140,0,0
S7075,U583,2024-02-27 09:07:06,Cart,Tablet,Ads,293,4,0
S7076,U494,2024-04-08 21:43:32,Home,Mobile,Direct,44,0,0
S7077,U785,2024-12-02 11:29:57,Home,Desktop,Social,26,0,0
S7078,U601,2024-04-07 14:14:35,Home,Mobile,Ads,26,0,0
S7079,U804,2024-05-05 09:45:29,Product,Mobile,Direct,79,1,0
S7080,U630,2024-03-26 03:32:14,Home,Desktop,Social,14,0,0
S7081,U791,2024-09-05 04:31:52,Home,Mobile,Ads,29,0,0
S7082,U227,2024-08-16 22:38:32,Home,Mobile,Direct,35,0,0
S7083,U727,2024-03-17 04:11:58,Home,Desktop,Ads,25,0,0
S7084,U569,2024-06-18 04:00:11,Product,Mobile,Direct,52,0,0
S7085,U184,2024-11-09 02:19:59,Home,Mobile,Social,35,0,0
S7086,U645,2024-03-20 22:45:26,Product,Desktop,Ads,168,0,0
S7087,U447,2024-09-03 12:35:06,Cart,Desktop,Ads,161,4,0
S7088,U264,2024-12-17 12:00:18,Cart,Desktop,Direct,161,4,0
S7089,U118,2024-02-04 03:34:18,Product,Mobile,Ads,49,0,0
S7090,U530,2024-02-20 11:10:02,Home,Mobile,Social,55,0,0
S7091,U866,2024-05-30 03:08:12,Product,Mobile,Direct,42,1,0
S7092,U895,2024-05-21 15:45:23,Product,Mobile,Social,91,0,0
S7093,U813,2024-04-05 19:29:21,Product,Mobile,Direct,126,0,0
S7094,U853,2024-09-28 22:32:19,Home,Mobile,Social,20,0,0
S7095,U579,2024-11-28 17:26:33,Home,Mobile,Direct,9,0,0
S7096,U862,2024-04-09 19:29:02,Home,Desktop,Direct,20,0,0
S7097,U829,2024-12-25 21:38:03,Home,Desktop,Direct,11,0,0
S7098,U664,2024-03-30 12:03:13,Home,Mobile,Direct,55,0,0
S7099,U503,2024-01-07 22:18:54,Product,Desktop,Direct,101,0,0
S7100,U904,2024-08-29 02:57:07,Product,Desktop,Direct,171,0,0
S7101,U245,2024-02-21 17:59:04,Home,Mobile,Social,32,0,0
S7102,U237,2024-04-12 09:39:15,Home,Desktop,Direct,14,0,0
S7103,U888,2024-03-11 11:18:42,Home,Mobile,Direct,13,0,0
S7104,U149,2024-03-05 00:33:52,Cart,Mobile,Social,192,1,0
S7105,U195,2024-02-08 18:16:24,Cart,Mobile,Social,267,2,1
S7106,U828,2024-05-26 23:31:10,Home,Mobile,Social,11,0,0
S7107,U600,2024-07-29 11:59:35,Product,Desktop,Direct,119,1,0
S7108,U876,2024-10-17 12:36:07,Product,Mobile,Direct,88,1,0
S7109,U477,2024-09-14 15:12:50,Home,Mobile,Direct,49,0,0
S7110,U157,2024-12-07 22:28:55,Home,Desktop,Ads,10,0,0
S7111,U798,2024-08-17 00:48:14,Home,Mobile,Direct,32,0,0
S7112,U253,2024-12-28 14:48:40,Home,Mobile,Social,9,0,0
S7113,U706,2024-04-22 13:14:08,Home,Tablet,Ads,53,0,0
S7114,U780,2024-11-04 00:17:08,Home,Tablet,Ads,43,0,0
S7115,U320,2024-10-05 16:19:26,Home,Tablet,Social,42,0,0
S7116,U733,2024-10-06 02:16:22,Home,Desktop,Social,6,0,0
S7117,U821,2024-01-26 02:31:04,Home,Mobile,Ads,47,0,0
S7118,U335,2024-09-02 15:51:36,Home,Desktop,Direct,43,0,0
S7119,U571,2024-03-24 00:25:35,Home,Mobile,Direct,58,0,0
S7120,U617,2024-12-21 10:57:12,Product,Mobile,Social,101,0,0
S7121,U884,2024-08-06 12:58:31,Cart,Desktop,Ads,269,2,0
S7122,U667,2024-08-31 12:28:30,Product,Desktop,Ads,97,3,0
S7123,U145,2024-08-01 15:40:56,Product,Mobile,Ads,120,1,0
S7124,U860,2024-04-09 05:38:34,Home,Desktop,Ads,48,0,0
S7125,U504,2024-03-11 18:16:20,Home,Mobile,Direct,35,0,0
S7126,U210,2024-04-08 09:28:07,Product,Desktop,Ads,101,1,0
S7127,U555,2024-02-08 02:52:13,Product,Desktop,Social,29,2,0
S7128,U779,2024-07-17 13:13:33,Home,Desktop,Ads,33,0,0
S7129,U627,2024-09-26 18:27:15,Home,Mobile,Direct,52,0,0
S7130,U595,2024-11-29 03:21:03,Product,Desktop,Social,135,0,0
S7131,U533,2024-05-15 18:14:15,Product,Mobile,Direct,66,0,0
S7132,U303,2024-11-27 11:01:04,Home,Tablet,Direct,43,0,0
S7133,U700,2024-06-29 11:46:15,Home,Mobile,Direct,31,0,0
S7134,U985,2024-12-19 10:36:42,Home,Desktop,Direct,58,0,0
S7135,U542,2024-06-28 22:13:46,Home,Mobile,Direct,57,0,0
S7136,U317,2024-04-07 08:36:26,Cart,Mobile,Ads,106,2,0
S7137,U644,2024-11-27 17:47:15,Home,Mobile,Ads,16,0,0
S7138,U406,2024-10-02 07:02:53,Product,Mobile,Direct,76,1,0
S7139,U581,2024-12-20 08:45:27,Home,Desktop,Ads,38,0,0
S7140,U988,2024-07-17 01:35:16,Home,Desktop,Direct,27,0,0
S7141,U592,2024-11-23 03:26:53,Home,Mobile,Social,56,0,0
S7142,U718,2024-10-23 07:10:02,Home,Desktop,Direct,49,0,0
S7143,U570,2024-02-16 11:44:59,Product,Mobile,Ads,94,0,0
S7144,U499,2024-06-13 08:28:01,Home,Desktop,Ads,52,0,0
S7145,U323,2024-02-29 16:01:24,Home,Mobile,Social,37,0,0
S7146,U832,2024-02-26 01:58:47,Product,Mobile,Direct,28,1,0
S7147,U601,2024-03-21 08:15:50,Home,Mobile,Social,43,0,0
S7148,U864,2024-01-22 12:14:44,Product,Mobile,Ads,138,0,0
S7149,U931,2024-06-28 03:10:38,Product,Mobile,Ads,152,1,0
S7150,U287,2024-09-21 00:47:52,Home,Mobile,Ads,27,0,0
S7151,U772,2024-06-06 05:47:23,Product,Mobile,Ads,95,1,0
S7152,U280,2024-11-30 05:40:58,Cart,Mobile,Direct,48,4,1
S7153,U694,2024-12-02 21:34:43,Product,Mobile,Direct,165,0,0
S7154,U502,2024-12-11 03:02:31,Cart,Mobile,Ads,95,2,1
S7155,U499,2024-02-26 08:21:57,Product,Mobile,Social,116,0,0
S7156,U795,2024-01-30 23:44:49,Home,Mobile,Ads,46,0,0
S7157,U992,2024-04-26 16:29:23,Product,Mobile,Direct,125,0,0
S7158,U883,2024-12-01 08:54:03,Product,Mobile,Social,27,2,0
S7159,U866,2024-09-02 08:43:42,Cart,Desktop,Direct,188,1,0
S7160,U594,2024-12-24 00:51:26,Product,Mobile,Social,113,0,0
S7161,U694,2024-10-17 23:58:26,Home,Mobile,Direct,31,0,0
S7162,U442,2024-05-20 00:29:43,Home,Mobile,Ads,48,0,0
S7163,U585,2024-02-04 15:08:27,Cart,Tablet,Direct,197,2,0
S7164,U433,2024-04-23 13:45:03,Product,Mobile,Social,148,1,0
S7165,U109,2024-01-20 06:32:51,Product,Mobile,Direct,21,0,0
S7166,U317,2024-02-19 23:29:05,Home,Mobile,Direct,5,0,0
S7167,U530,2024-01-08 15:43:26,Home,Mobile,Ads,35,0,0
S7168,U394,2024-01-30 09:58:13,Home,Mobile,Ads,48,0,0
S7169,U638,2024-04-13 06:29:12,Home,Desktop,Direct,20,0,0
S7170,U915,2024-06-09 15:44:27,Product,Mobile,Ads,125,0,0
S7171,U444,2024-08-04 16:42:14,Product,Mobile,Ads,81,2,0
S7172,U232,2024-09-25 06:45:14,Home,Mobile,Ads,25,0,0
S7173,U299,2024-01-03 05:31:10,Product,Mobile,Direct,37,1,0
S7174,U722,2024-12-26 13:11:15,Home,Mobile,Social,58,0,0
S7175,U974,2024-06-19 10:10:15,Home,Mobile,Direct,28,0,0
S7176,U459,2024-11-07 18:55:14,Cart,Mobile,Social,97,3,0
S7177,U638,2024-09-14 22:41:16,Home,Desktop,Direct,26,0,0
S7178,U792,2024-05-19 18:50:55,Home,Mobile,Direct,28,0,0
S7179,U351,2024-02-09 21:18:41,Product,Tablet,Direct,131,2,0
S7180,U843,2024-09-22 18:05:07,Home,Mobile,Social,22,0,0
S7181,U423,2024-06-05 13:21:45,Product,Desktop,Social,129,1,0
S7182,U865,2024-09-20 04:08:53,Home,Mobile,Direct,34,0,0
S7183,U110,2024-02-12 06:45:48,Home,Tablet,Ads,25,0,0
S7184,U598,2024-08-18 21:31:17,Home,Tablet,Direct,14,0,0
S7185,U181,2024-08-16 11:05:34,Home,Mobile,Ads,47,0,0
S7186,U537,2024-05-26 09:13:18,Home,Mobile,Ads,17,0,0
S7187,U881,2024-05-08 08:25:46,Home,Mobile,Direct,16,0,0
S7188,U553,2024-04-17 09:11:13,Product,Mobile,Direct,58,0,0
S7189,U691,2024-12-13 06:13:07,Product,Mobile,Social,80,1,0
S7190,U274,2024-07-13 22:57:58,Home,Tablet,Direct,45,0,0
S7191,U323,2024-07-07 07:48:45,Home,Mobile,Ads,9,0,0
S7192,U395,2024-05-01 15:26:46,Home,Tablet,Direct,19,0,0
S7193,U108,2024-05-04 01:52:21,Cart,Mobile,Ads,80,2,1
S7194,U739,2024-07-04 17:09:20,Product,Desktop,Direct,27,0,0
S7195,U376,2024-05-18 00:35:39,Cart,Mobile,Social,74,1,1
S7196,U116,2024-08-10 04:44:06,Home,Desktop,Direct,28,0,0
S7197,U721,2024-08-04 04:21:10,Home,Desktop,Direct,57,0,0
S7198,U498,2024-06-18 06:17:46,Home,Desktop,Ads,32,0,0
S7199,U458,2024-07-22 11:46:46,Home,Mobile,Ads,59,0,0
S7200,U770,2024-12-04 16:29:06,Home,Mobile,Direct,47,0,0
S7201,U359,2024-04-11 22:09:30,Home,Desktop,Ads,31,0,0
S7202,U166,2024-12-22 20:00:49,Home,Desktop,Direct,5,0,0
S7203,U590,2024-04-07 11:15:02,Home,Mobile,Direct,38,0,0
S7204,U181,2024-02-24 23:50:15,Home,Mobile,Direct,21,0,0
S7205,U492,2024-12-16 11:34:51,Product,Desktop,Social,45,1,0
S7206,U661,2024-10-20 14:00:02,Home,Mobile,Direct,28,0,0
S7207,U706,2024-12-04 01:23:47,Product,Desktop,Direct,40,0,0
S7208,U933,2024-08-18 22:31:42,Home,Desktop,Social,34,0,0
S7209,U703,2024-01-05 18:36:01,Home,Mobile,Direct,51,0,0
S7210,U488,2024-05-05 02:02:41,Home,Mobile,Direct,55,0,0
S7211,U685,2024-03-28 00:55:23,Home,Tablet,Direct,52,0,0
S7212,U980,2024-09-12 10:16:56,Product,Mobile,Social,179,1,0
S7213,U724,2024-03-31 23:46:07,Home,Desktop,Direct,39,0,0
S7214,U444,2024-04-01 22:37:39,Home,Desktop,Direct,23,0,0
S7215,U727,2024-07-02 10:11:55,Home,Tablet,Ads,18,0,0
S7216,U120,2024-08-09 11:47:00,Home,Desktop,Ads,52,0,0
S7217,U708,2024-06-05 15:23:43,Cart,Mobile,Ads,202,2,1
S7218,U748,2024-07-01 19:08:36,Home,Desktop,Direct,44,0,0
S7219,U294,2024-06-29 14:45:42,Product,Mobile,Direct,120,0,0
S7220,U566,2024-03-26 05:49:03,Home,Desktop,Ads,6,0,0
S7221,U965,2024-05-29 10:47:19,Home,Mobile,Ads,19,0,0
S7222,U615,2024-11-10 17:36:07,Home,Mobile,Direct,6,0,0
S7223,U802,2024-09-06 13:20:18,Home,Tablet,Ads,15,0,0
S7224,U821,2024-02-24 13:31:11,Product,Mobile,Ads,22,1,0
S7225,U802,2024-02-01 17:24:19,Home,Mobile,Direct,42,0,0
S7226,U806,2024-02-27 07:24:25,Home,Mobile,Ads,17,0,0
S7227,U396,2024-05-29 20:01:11,Home,Mobile,Direct,46,0,0
S7228,U855,2024-05-16 09:41:20,Home,Mobile,Direct,23,0,0
S7229,U308,2024-08-14 19:46:29,Home,Desktop,Ads,44,0,0
S7230,U268,2024-04-17 22:46:56,Product,Mobile,Direct,43,0,0
S7231,U786,2024-01-14 07:41:22,Cart,Mobile,Direct,46,4,0
S7232,U883,2024-03-18 20:37:24,Product,Desktop,Direct,170,1,0
S7233,U446,2024-08-28 05:39:17,Product,Mobile,Ads,139,1,0
S7234,U134,2024-10-25 19:32:48,Home,Desktop,Direct,39,0,0
S7235,U916,2024-03-14 17:49:39,Product,Mobile,Direct,72,1,0
S7236,U166,2024-10-29 17:17:57,Home,Mobile,Direct,41,0,0
S7237,U666,2024-06-23 17:23:37,Product,Desktop,Direct,155,0,0
S7238,U441,2024-03-28 03:30:32,Home,Desktop,Ads,16,0,0
S7239,U214,2024-04-22 03:40:30,Cart,Mobile,Direct,205,2,0
S7240,U205,2024-07-05 04:43:56,Home,Desktop,Direct,14,0,0
S7241,U679,2024-01-14 17:23:41,Product,Mobile,Ads,58,2,0
S7242,U517,2024-08-05 04:44:56,Home,Tablet,Direct,7,0,0
S7243,U897,2024-12-28 11:59:54,Product,Tablet,Direct,150,2,0
S7244,U303,2024-07-27 01:22:02,Home,Mobile,Direct,45,0,0
S7245,U586,2024-07-05 16:54:13,Home,Tablet,Ads,28,0,0
